Unit_Code,Start_Date,Year_Quarter,Year,Quarter,Station_ID,Station_Type,Loc_Type,Pool_Group,Loc_Name,Parameter,Units,Depth,Colocation,QA_Flag,Plume,n,corrected_mean,sd
KAHO,11/19/2010,2010.875,2010,0.875,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Temp,°C,Surface,NA,0,0,1,21.4,NA
KAHO,11/19/2010,2010.875,2010,0.875,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Turbid+,FNU       ,Surface,NA,0,0,1,1.26,NA
KAHO,11/19/2010,2010.875,2010,0.875,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,BP,psi       ,Surface,NA,0,0,1,NA,NA
KAHO,11/19/2010,2010.875,2010,0.875,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,Chl,µg/l      ,Surface,NA,1,0,1,6.866,NA
KAHO,11/19/2010,2010.875,2010,0.875,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,ODOConc,mg/l      ,Surface,NA,0,0,1,8.22,NA
KAHO,11/19/2010,2010.875,2010,0.875,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,ODOSat,%         ,Surface,NA,0,0,1,96.59,NA
KAHO,11/19/2010,2010.875,2010,0.875,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,pH,None      ,Surface,NA,0,0,1,7.85,NA
KAHO,11/19/2010,2010.875,2010,0.875,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,Sal,ppth      ,Surface,NA,0,0,1,9.01,NA
KAHO,11/19/2010,2010.875,2010,0.875,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,SpCond,mS/cm     ,Surface,NA,0,0,1,15.41,NA
KAHO,11/19/2010,2010.875,2010,0.875,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,Temp,°C,Surface,NA,0,0,1,20.65,NA
KAHO,11/19/2010,2010.875,2010,0.875,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,Turbid+,FNU       ,Surface,NA,0,0,1,1.26,NA
KAHO,1/24/2011,2011.125,2011,0.125,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,BP,psi       ,Surface,NA,0,0,1,NA,NA
KAHO,1/24/2011,2011.125,2011,0.125,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Chl,µg/l      ,Surface,NA,0,0,1,0.1,NA
KAHO,1/24/2011,2011.125,2011,0.125,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,ODOConc,mg/l      ,Surface,NA,0,0,1,8.75,NA
KAHO,1/24/2011,2011.125,2011,0.125,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,ODOSat,%         ,Surface,NA,0,0,1,105.13,NA
KAHO,1/24/2011,2011.125,2011,0.125,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,pH,None      ,Surface,NA,0,0,1,8.34,NA
KAHO,1/24/2011,2011.125,2011,0.125,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Sal,ppth      ,Surface,NA,0,0,1,14.3,NA
KAHO,1/24/2011,2011.125,2011,0.125,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,SpCond,mS/cm     ,Surface,NA,0,0,1,23.55,NA
KAHO,1/24/2011,2011.125,2011,0.125,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Temp,°C,Surface,NA,0,0,1,20.19,NA
KAHO,1/24/2011,2011.125,2011,0.125,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Turbid+,FNU       ,Surface,NA,0,0,1,0.41,NA
KAHO,1/24/2011,2011.125,2011,0.125,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,BP,psi       ,Surface,NA,0,0,1,NA,NA
KAHO,1/24/2011,2011.125,2011,0.125,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,Chl,µg/l      ,Surface,NA,0,0,1,0.1,NA
KAHO,1/24/2011,2011.125,2011,0.125,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,ODOConc,mg/l      ,Surface,NA,0,0,1,8.27,NA
KAHO,1/24/2011,2011.125,2011,0.125,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,ODOSat,%         ,Surface,NA,0,0,1,95.53,NA
KAHO,1/24/2011,2011.125,2011,0.125,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,pH,None      ,Surface,NA,0,0,1,8.3,NA
KAHO,1/24/2011,2011.125,2011,0.125,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,Sal,ppth      ,Surface,NA,0,0,1,9.67,NA
KAHO,1/24/2011,2011.125,2011,0.125,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,SpCond,mS/cm     ,Surface,NA,0,0,1,16.44,NA
KAHO,1/24/2011,2011.125,2011,0.125,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,Temp,°C,Surface,NA,0,0,1,19.57,NA
KAHO,1/24/2011,2011.125,2011,0.125,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,Turbid+,FNU       ,Surface,NA,0,0,1,0.5,NA
KAHO,1/24/2011,2011.125,2011,0.125,TKAHO0420110124,Temporary,Anchialine,Central,HA_Kaloko_032,BP,psi       ,Surface,NA,0,0,1,NA,NA
KAHO,1/24/2011,2011.125,2011,0.125,TKAHO0420110124,Temporary,Anchialine,Central,HA_Kaloko_032,Chl,µg/l      ,Surface,NA,0,0,1,0.1,NA
KAHO,1/24/2011,2011.125,2011,0.125,TKAHO0420110124,Temporary,Anchialine,Central,HA_Kaloko_032,ODOConc,mg/l      ,Surface,NA,0,0,1,5.62,NA
KAHO,1/24/2011,2011.125,2011,0.125,TKAHO0420110124,Temporary,Anchialine,Central,HA_Kaloko_032,ODOSat,%         ,Surface,NA,0,0,1,66.45,NA
KAHO,1/24/2011,2011.125,2011,0.125,TKAHO0420110124,Temporary,Anchialine,Central,HA_Kaloko_032,pH,None      ,Surface,NA,0,0,1,7.95,NA
KAHO,1/24/2011,2011.125,2011,0.125,TKAHO0420110124,Temporary,Anchialine,Central,HA_Kaloko_032,Sal,ppth      ,Surface,NA,0,0,1,13.19,NA
KAHO,1/24/2011,2011.125,2011,0.125,TKAHO0420110124,Temporary,Anchialine,Central,HA_Kaloko_032,SpCond,mS/cm     ,Surface,NA,0,0,1,21.88,NA
KAHO,1/24/2011,2011.125,2011,0.125,TKAHO0420110124,Temporary,Anchialine,Central,HA_Kaloko_032,Temp,°C,Surface,NA,0,0,1,19.66,NA
KAHO,1/24/2011,2011.125,2011,0.125,TKAHO0420110124,Temporary,Anchialine,Central,HA_Kaloko_032,Turbid+,FNU       ,Surface,NA,0,0,1,7.16,NA
KAHO,4/28/2011,2011.375,2011,0.375,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,BP,psi       ,Surface,NA,0,0,1,NA,NA
KAHO,4/28/2011,2011.375,2011,0.375,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Chl,µg/l      ,Surface,NA,0,0,1,0.1,NA
KAHO,4/28/2011,2011.375,2011,0.375,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,ODOConc,mg/l      ,Surface,NA,0,0,1,7.43,NA
KAHO,4/28/2011,2011.375,2011,0.375,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,ODOSat,%         ,Surface,NA,0,0,1,89.48,NA
KAHO,4/28/2011,2011.375,2011,0.375,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,pH,None      ,Surface,NA,0,0,1,7.91,NA
KAHO,4/28/2011,2011.375,2011,0.375,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Sal,ppth      ,Surface,NA,0,0,1,11.85,NA
KAHO,4/28/2011,2011.375,2011,0.375,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,SpCond,mS/cm     ,Surface,NA,0,0,1,19.84,NA
KAHO,4/28/2011,2011.375,2011,0.375,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Temp,°C,Surface,NA,0,0,1,21.1,NA
KAHO,4/28/2011,2011.375,2011,0.375,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Turbid+,FNU       ,Surface,NA,0,0,1,0.1,NA
KAHO,4/28/2011,2011.375,2011,0.375,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,BP,psi       ,Surface,NA,0,0,1,NA,NA
KAHO,4/28/2011,2011.375,2011,0.375,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,Chl,µg/l      ,Surface,NA,0,0,1,0.1,NA
KAHO,4/28/2011,2011.375,2011,0.375,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,ODOConc,mg/l      ,Surface,NA,0,0,1,7.99,NA
KAHO,4/28/2011,2011.375,2011,0.375,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,ODOSat,%         ,Surface,NA,0,0,1,92.19,NA
KAHO,4/28/2011,2011.375,2011,0.375,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,pH,None      ,Surface,NA,0,0,1,7.89,NA
KAHO,4/28/2011,2011.375,2011,0.375,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,Sal,ppth      ,Surface,NA,0,0,1,8.42,NA
KAHO,4/28/2011,2011.375,2011,0.375,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,SpCond,mS/cm     ,Surface,NA,0,0,1,14.46,NA
KAHO,4/28/2011,2011.375,2011,0.375,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,Temp,°C,Surface,NA,0,0,1,19.89,NA
KAHO,4/28/2011,2011.375,2011,0.375,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,Turbid+,FNU       ,Surface,NA,0,0,1,0.1,NA
KAHO,4/28/2011,2011.375,2011,0.375,TKAHO0520110428,Temporary,Anchialine,Central,HA_Kaloko_053H,BP,psi       ,Surface,NA,0,0,1,NA,NA
KAHO,4/28/2011,2011.375,2011,0.375,TKAHO0520110428,Temporary,Anchialine,Central,HA_Kaloko_053H,Chl,µg/l      ,Surface,NA,0,0,1,0.1,NA
KAHO,4/28/2011,2011.375,2011,0.375,TKAHO0520110428,Temporary,Anchialine,Central,HA_Kaloko_053H,ODOConc,mg/l      ,Surface,NA,0,0,1,8.13,NA
KAHO,4/28/2011,2011.375,2011,0.375,TKAHO0520110428,Temporary,Anchialine,Central,HA_Kaloko_053H,ODOSat,%         ,Surface,NA,0,0,1,93.31,NA
KAHO,4/28/2011,2011.375,2011,0.375,TKAHO0520110428,Temporary,Anchialine,Central,HA_Kaloko_053H,pH,None      ,Surface,NA,0,0,1,7.82,NA
KAHO,4/28/2011,2011.375,2011,0.375,TKAHO0520110428,Temporary,Anchialine,Central,HA_Kaloko_053H,Sal,ppth      ,Surface,NA,0,0,1,8.82,NA
KAHO,4/28/2011,2011.375,2011,0.375,TKAHO0520110428,Temporary,Anchialine,Central,HA_Kaloko_053H,SpCond,mS/cm     ,Surface,NA,0,0,1,15.09,NA
KAHO,4/28/2011,2011.375,2011,0.375,TKAHO0520110428,Temporary,Anchialine,Central,HA_Kaloko_053H,Temp,°C,Surface,NA,0,0,1,19.51,NA
KAHO,4/28/2011,2011.375,2011,0.375,TKAHO0520110428,Temporary,Anchialine,Central,HA_Kaloko_053H,Turbid+,FNU       ,Surface,NA,0,0,1,0.1,NA
KAHO,4/28/2011,2011.375,2011,0.375,TKAHO0620110428,Temporary,Anchialine,Central,HA_Kaloko_062,BP,psi       ,Surface,NA,0,0,1,NA,NA
KAHO,4/28/2011,2011.375,2011,0.375,TKAHO0620110428,Temporary,Anchialine,Central,HA_Kaloko_062,Chl,µg/l      ,Surface,NA,0,0,1,0.1,NA
KAHO,4/28/2011,2011.375,2011,0.375,TKAHO0620110428,Temporary,Anchialine,Central,HA_Kaloko_062,ODOConc,mg/l      ,Surface,NA,0,0,1,6.64,NA
KAHO,4/28/2011,2011.375,2011,0.375,TKAHO0620110428,Temporary,Anchialine,Central,HA_Kaloko_062,ODOSat,%         ,Surface,NA,0,0,1,78.22,NA
KAHO,4/28/2011,2011.375,2011,0.375,TKAHO0620110428,Temporary,Anchialine,Central,HA_Kaloko_062,pH,None      ,Surface,NA,0,0,1,7.76,NA
KAHO,4/28/2011,2011.375,2011,0.375,TKAHO0620110428,Temporary,Anchialine,Central,HA_Kaloko_062,Sal,ppth      ,Surface,NA,0,0,1,12.94,NA
KAHO,4/28/2011,2011.375,2011,0.375,TKAHO0620110428,Temporary,Anchialine,Central,HA_Kaloko_062,SpCond,mS/cm     ,Surface,NA,0,0,1,21.49,NA
KAHO,4/28/2011,2011.375,2011,0.375,TKAHO0620110428,Temporary,Anchialine,Central,HA_Kaloko_062,Temp,°C,Surface,NA,0,0,1,19.56,NA
KAHO,4/28/2011,2011.375,2011,0.375,TKAHO0620110428,Temporary,Anchialine,Central,HA_Kaloko_062,Turbid+,FNU       ,Surface,NA,0,0,1,0.1,NA
KAHO,4/28/2011,2011.375,2011,0.375,TKAHO0720110428,Temporary,Anchialine,Central,HA_Kaloko_066,BP,psi       ,Surface,NA,0,0,1,NA,NA
KAHO,4/28/2011,2011.375,2011,0.375,TKAHO0720110428,Temporary,Anchialine,Central,HA_Kaloko_066,Chl,µg/l      ,Surface,NA,0,0,1,0.131,NA
KAHO,4/28/2011,2011.375,2011,0.375,TKAHO0720110428,Temporary,Anchialine,Central,HA_Kaloko_066,ODOConc,mg/l      ,Surface,NA,0,0,1,6.21,NA
KAHO,4/28/2011,2011.375,2011,0.375,TKAHO0720110428,Temporary,Anchialine,Central,HA_Kaloko_066,ODOSat,%         ,Surface,NA,0,0,1,74.83,NA
KAHO,4/28/2011,2011.375,2011,0.375,TKAHO0720110428,Temporary,Anchialine,Central,HA_Kaloko_066,pH,None      ,Surface,NA,0,0,1,7.69,NA
KAHO,4/28/2011,2011.375,2011,0.375,TKAHO0720110428,Temporary,Anchialine,Central,HA_Kaloko_066,Sal,ppth      ,Surface,NA,0,0,1,12.6,NA
KAHO,4/28/2011,2011.375,2011,0.375,TKAHO0720110428,Temporary,Anchialine,Central,HA_Kaloko_066,SpCond,mS/cm     ,Surface,NA,0,0,1,20.98,NA
KAHO,4/28/2011,2011.375,2011,0.375,TKAHO0720110428,Temporary,Anchialine,Central,HA_Kaloko_066,Temp,°C,Surface,NA,0,0,1,20.85,NA
KAHO,4/28/2011,2011.375,2011,0.375,TKAHO0720110428,Temporary,Anchialine,Central,HA_Kaloko_066,Turbid+,FNU       ,Surface,NA,0,0,1,0.1,NA
KAHO,8/12/2011,2011.625,2011,0.625,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,BP,psi       ,Surface,NA,0,0,1,NA,NA
KAHO,8/12/2011,2011.625,2011,0.625,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Chl,µg/l      ,Surface,NA,0,0,1,0.1,NA
KAHO,8/12/2011,2011.625,2011,0.625,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,ODOConc,mg/l      ,Surface,NA,0,0,1,7.86,NA
KAHO,8/12/2011,2011.625,2011,0.625,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,ODOSat,%         ,Surface,NA,0,0,1,97.38,NA
KAHO,8/12/2011,2011.625,2011,0.625,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,pH,None      ,Surface,NA,0,0,1,7.92,NA
KAHO,8/12/2011,2011.625,2011,0.625,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Sal,ppth      ,Surface,NA,0,0,1,13.01,NA
KAHO,8/12/2011,2011.625,2011,0.625,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,SpCond,mS/cm     ,Surface,NA,0,0,1,21.63,NA
KAHO,8/12/2011,2011.625,2011,0.625,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Temp,°C,Surface,NA,0,0,1,22.19,NA
KAHO,8/12/2011,2011.625,2011,0.625,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Turbid+,FNU       ,Surface,NA,0,0,1,0.1,NA
KAHO,8/12/2011,2011.625,2011,0.625,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,BP,psi       ,Surface,NA,0,0,1,NA,NA
KAHO,8/12/2011,2011.625,2011,0.625,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,Chl,µg/l      ,Surface,NA,0,0,1,0.123,NA
KAHO,8/12/2011,2011.625,2011,0.625,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,ODOConc,mg/l      ,Surface,NA,0,0,1,7.91,NA
KAHO,8/12/2011,2011.625,2011,0.625,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,ODOSat,%         ,Surface,NA,0,0,1,95.09,NA
KAHO,8/12/2011,2011.625,2011,0.625,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,pH,None      ,Surface,NA,0,0,1,7.71,NA
KAHO,8/12/2011,2011.625,2011,0.625,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,Sal,ppth      ,Surface,NA,0,0,1,8.72,NA
KAHO,8/12/2011,2011.625,2011,0.625,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,SpCond,mS/cm     ,Surface,NA,0,0,1,14.97,NA
KAHO,8/12/2011,2011.625,2011,0.625,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,Temp,°C,Surface,NA,0,0,1,21.9,NA
KAHO,8/12/2011,2011.625,2011,0.625,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,Turbid+,FNU       ,Surface,NA,0,0,1,0.1,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0120110812,Temporary,Anchialine,Central,HA_Honoko_029,BP,psi       ,Surface,NA,0,0,1,NA,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0120110812,Temporary,Anchialine,Central,HA_Honoko_029,Chl,µg/l      ,Surface,NA,0,0,1,0.293,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0120110812,Temporary,Anchialine,Central,HA_Honoko_029,ODOConc,mg/l      ,Surface,NA,0,0,1,6.67,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0120110812,Temporary,Anchialine,Central,HA_Honoko_029,ODOSat,%         ,Surface,NA,0,0,1,85.64,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0120110812,Temporary,Anchialine,Central,HA_Honoko_029,pH,None      ,Surface,NA,0,0,1,7.75,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0120110812,Temporary,Anchialine,Central,HA_Honoko_029,Sal,ppth      ,Surface,NA,0,0,1,12.12,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0120110812,Temporary,Anchialine,Central,HA_Honoko_029,SpCond,mS/cm     ,Surface,NA,0,0,1,20.31,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0120110812,Temporary,Anchialine,Central,HA_Honoko_029,Temp,°C,Surface,NA,0,0,1,24.4,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0120110812,Temporary,Anchialine,Central,HA_Honoko_029,Turbid+,FNU       ,Surface,NA,0,0,1,0.1,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0220110812,Temporary,Anchialine,Central,HA_Kaloko_007,BP,psi       ,Surface,NA,0,0,1,NA,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0220110812,Temporary,Anchialine,Central,HA_Kaloko_007,Chl,µg/l      ,Surface,NA,0,0,1,0.369,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0220110812,Temporary,Anchialine,Central,HA_Kaloko_007,ODOConc,mg/l      ,Surface,NA,0,0,1,7.75,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0220110812,Temporary,Anchialine,Central,HA_Kaloko_007,ODOSat,%         ,Surface,NA,0,0,1,97.65,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0220110812,Temporary,Anchialine,Central,HA_Kaloko_007,pH,None      ,Surface,NA,0,0,1,7.78,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0220110812,Temporary,Anchialine,Central,HA_Kaloko_007,Sal,ppth      ,Surface,NA,0,0,1,12.69,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0220110812,Temporary,Anchialine,Central,HA_Kaloko_007,SpCond,mS/cm     ,Surface,NA,0,0,1,21.16,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0220110812,Temporary,Anchialine,Central,HA_Kaloko_007,Temp,°C,Surface,NA,0,0,1,23.21,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0220110812,Temporary,Anchialine,Central,HA_Kaloko_007,Turbid+,FNU       ,Surface,NA,0,0,1,0.1,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0320110812,Temporary,Anchialine,Central,HA_Kaloko_009,BP,psi       ,Surface,NA,0,0,1,NA,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0320110812,Temporary,Anchialine,Central,HA_Kaloko_009,Chl,µg/l      ,Surface,NA,0,0,1,0.114,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0320110812,Temporary,Anchialine,Central,HA_Kaloko_009,ODOConc,mg/l      ,Surface,NA,0,0,1,7.54,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0320110812,Temporary,Anchialine,Central,HA_Kaloko_009,ODOSat,%         ,Surface,NA,0,0,1,89,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0320110812,Temporary,Anchialine,Central,HA_Kaloko_009,pH,None      ,Surface,NA,0,0,1,7.84,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0320110812,Temporary,Anchialine,Central,HA_Kaloko_009,Sal,ppth      ,Surface,NA,0,0,1,12.3,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0320110812,Temporary,Anchialine,Central,HA_Kaloko_009,SpCond,mS/cm     ,Surface,NA,0,0,1,20.51,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0320110812,Temporary,Anchialine,Central,HA_Kaloko_009,Temp,°C,Surface,NA,0,0,1,19.89,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0320110812,Temporary,Anchialine,Central,HA_Kaloko_009,Turbid+,FNU       ,Surface,NA,0,0,1,0.1,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0420110812,Temporary,Anchialine,Central,HA_Kaloko_011,BP,psi       ,Surface,NA,0,0,1,NA,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0420110812,Temporary,Anchialine,Central,HA_Kaloko_011,Chl,µg/l      ,Surface,NA,0,0,1,0.331,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0420110812,Temporary,Anchialine,Central,HA_Kaloko_011,ODOConc,mg/l      ,Surface,NA,0,0,1,10.05,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0420110812,Temporary,Anchialine,Central,HA_Kaloko_011,ODOSat,%         ,Surface,NA,0,0,1,129.55,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0420110812,Temporary,Anchialine,Central,HA_Kaloko_011,pH,None      ,Surface,NA,0,0,1,8.04,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0420110812,Temporary,Anchialine,Central,HA_Kaloko_011,Sal,ppth      ,Surface,NA,0,0,1,9.77,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0420110812,Temporary,Anchialine,Central,HA_Kaloko_011,SpCond,mS/cm     ,Surface,NA,0,0,1,16.67,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0420110812,Temporary,Anchialine,Central,HA_Kaloko_011,Temp,°C,Surface,NA,0,0,1,25.42,NA
KAHO,8/12/2011,2011.625,2011,0.625,TKAHO0420110812,Temporary,Anchialine,Central,HA_Kaloko_011,Turbid+,FNU       ,Surface,NA,0,0,1,0.1,NA
KAHO,10/27/2011,2011.875,2011,0.875,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,BP,psi       ,Mid,NA,0,0,1,NA,NA
KAHO,10/27/2011,2011.875,2011,0.875,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Chl,µg/l      ,Mid,NA,0,0,1,0.1,NA
KAHO,10/27/2011,2011.875,2011,0.875,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,ODOConc,mg/l      ,Mid,NA,0,0,1,7.44,NA
KAHO,10/27/2011,2011.875,2011,0.875,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,ODOSat,%         ,Mid,NA,0,0,1,90.09,NA
KAHO,10/27/2011,2011.875,2011,0.875,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,pH,None      ,Mid,NA,0,0,1,7.97,NA
KAHO,10/27/2011,2011.875,2011,0.875,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Sal,ppth      ,Mid,NA,0,0,1,14.01,NA
KAHO,10/27/2011,2011.875,2011,0.875,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,SpCond,mS/cm     ,Mid,NA,0,0,1,23.13,NA
KAHO,10/27/2011,2011.875,2011,0.875,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Temp,°C,Mid,NA,0,0,1,20.71,NA
KAHO,10/27/2011,2011.875,2011,0.875,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,Turbid+,FNU       ,Mid,NA,0,0,1,0.1,NA
KAHO,10/27/2011,2011.875,2011,0.875,TKAHO0120111027,Temporary,Anchialine,Central,HA_Kaloko_046,BP,psi       ,Surface,NA,0,0,1,NA,NA
KAHO,10/27/2011,2011.875,2011,0.875,TKAHO0120111027,Temporary,Anchialine,Central,HA_Kaloko_046,Chl,µg/l      ,Surface,NA,0,0,1,4.093,NA
KAHO,10/27/2011,2011.875,2011,0.875,TKAHO0120111027,Temporary,Anchialine,Central,HA_Kaloko_046,ODOConc,mg/l      ,Surface,NA,0,0,1,6.66,NA
KAHO,10/27/2011,2011.875,2011,0.875,TKAHO0120111027,Temporary,Anchialine,Central,HA_Kaloko_046,ODOSat,%         ,Surface,NA,0,0,1,82.36,NA
KAHO,10/27/2011,2011.875,2011,0.875,TKAHO0120111027,Temporary,Anchialine,Central,HA_Kaloko_046,pH,None      ,Surface,NA,0,0,1,7.83,NA
KAHO,10/27/2011,2011.875,2011,0.875,TKAHO0120111027,Temporary,Anchialine,Central,HA_Kaloko_046,Sal,ppth      ,Surface,NA,0,0,1,13.64,NA
KAHO,10/27/2011,2011.875,2011,0.875,TKAHO0120111027,Temporary,Anchialine,Central,HA_Kaloko_046,SpCond,mS/cm     ,Surface,NA,0,0,1,22.58,NA
KAHO,10/27/2011,2011.875,2011,0.875,TKAHO0120111027,Temporary,Anchialine,Central,HA_Kaloko_046,Temp,°C,Surface,NA,0,0,1,21.87,NA
KAHO,10/27/2011,2011.875,2011,0.875,TKAHO0120111027,Temporary,Anchialine,Central,HA_Kaloko_046,Turbid+,FNU       ,Surface,NA,0,0,1,0.94,NA
KAHO,10/27/2011,2011.875,2011,0.875,TKAHO0220111027,Temporary,Anchialine,Central,HA_Kaloko_050,BP,psi       ,Surface,NA,0,0,1,NA,NA
